BusinessName,FHRSID,BusinessType,RatingDate,RatingValue,AddressLine1,AddressLine2,AddressLine3,Hygiene,Structural,ConfidenceInManagement,Longitude,Latitude
The Muse,333964,Restaurant/Cafe/Canteen,2015-02-20,5,269 Portobello Road,LONDON,W11 1LR,5,5,5,-0.20679800000000,51.51786000000000
The Painted Heron,562648,Restaurant/Cafe/Canteen,2015-08-21,4,112 Cheyne Walk,LONDON,,5,10,5,-0.17628300000000,51.48181600000000
The Paper Shop,333512,Retailers - other,2016-03-11,3,47-49 Chelsea Manor Street,LONDON,SW3 5RZ,5,10,10,-0.16662700000000,51.48627800000000
The Park Tower Knightsbridge,334844,Restaurant/Cafe/Canteen,2015-05-06,5,101 Knightsbridge,LONDON,SW1X 7RQ,5,5,0,,
The Pembroke,334296,Pub/bar/nightclub,2016-07-04,5,Public House,261 Old Brompton Road,"LONDON, SW5 9JA",5,5,5,-0.19198200000000,51.48870400000000
The Pestle & Mortar,640135,Retailers - other,2014-02-27,5,213 Kensington High Street,LONDON,W8 6BD,0,0,0,-0.19665700000000,51.49944100000000
The Phene,537073,Pub/bar/nightclub,2016-05-11,3,Arms,9 Phene Street,"LONDON, SW3 5NY",10,10,10,-0.16756300000000,51.48521400000000
The Phoenix Pub and Dining Room,334485,Pub/bar/nightclub,2016-08-16,3,23 Smith Street,LONDON,SW3 4EE,10,10,5,-0.16319100000000,51.48899400000000
The Pig's Ear,780625,Pub/bar/nightclub,2015-07-20,5,35 Old Church Street,LONDON,SW3 5BS,5,5,5,-0.17259700000000,51.48467200000000
The Place to Eat,333750,Restaurant/Cafe/Canteen,2015-07-14,3,Unit 4,Buspace Studios,"1-51 Conlan Street, LONDON, W10 5AT",10,10,10,-0.21150100000000,51.52582700000000
The Prince of Teck,334036,Pub/bar/nightclub,2016-04-26,2,PUBLIC HOUSE,161 Earl's Court Road,"LONDON, SW5 9RQ",10,15,10,-0.19382900000000,51.49298600000000
The Provenance Meat Company,909420,Retailers - other,,AwaitingInspection,247 Pavilion Road,LONDON,,,,,-0.15855300000000,51.49326500000000
The Queen's Arms,333520,Pub/bar/nightclub,2015-05-06,5,30 Queen's Gate Mews,LONDON,SW7 5QL,0,5,5,-0.18095200000000,51.49982800000000
The Queens Health Food Shop,640131,Retailers - other,2014-02-25,5,64 Gloucester Road,LONDON,SW7 4QT,5,0,0,-0.18406300000000,51.49805100000000
The Red Lemon Pub,640126,Pub/bar/nightclub,2016-02-17,2,45 All Saints Road,LONDON,W11 1HE,15,10,10,-0.20435500000000,51.51839800000000
The Refinery,892478,Distributors/Transporters,2016-08-03,5,Ground And First Floor,13-15 Radnor Walk,"LONDON, SW3 4BP",5,0,5,-0.16494500000000,51.48799600000000
The Rockwell,333644,Hotel/bed & breakfast/guest house,2016-06-23,5,181-183 Cromwell Road,LONDON,SW5 0SF,0,5,5,-0.19297900000000,51.49443900000000
The Rolling Duck,746266,Other catering premises,2015-03-31,5,,,,5,5,5,,
The Royal Hospital Chelsea,334840,Hospitals/Childcare/Caring Premises,2015-12-14,5,Royal Hospital,Road,"LONDON, SW3 4SR",5,0,5,-0.15912700000000,51.48688900000000
The Rug Company,785667,Retailers - other,2015-09-11,5,Harrods,87-135 Brompton Road,"LONDON,",5,0,5,-0.16305300000000,51.49960300000000
The Rum Kitchen,507881,Restaurant/Cafe/Canteen,2015-07-15,3,6-8 All Saints Road,LONDON,W11 1HH,5,10,10,-0.20355200000000,51.51791800000000
The Sampler (UK) Ltd,455559,Retailers - other,2016-01-06,4,35-36 Thurloe Place,LONDON,SW7 2HP,0,10,10,-0.17385900000000,51.49524000000000
The Sandwich Shop,334303,Takeaway/sandwich shop,2016-02-12,4,54 Gloucester Road,LONDON,SW7 4QT,5,10,5,-0.18406300000000,51.49805100000000
The Saudi Kitchen,837785,Restaurant/Cafe/Canteen,2015-11-25,2,Basement,11 Beauchamp Place,"LONDON, SW3 1NQ",10,15,10,-0.16491100000000,51.49779800000000
The Scarsdale,333882,Pub/bar/nightclub,2015-10-28,5,Public House,23A Edwardes Square,"LONDON, W8 6HE",0,5,5,-0.19939000000000,51.49773000000000
The Shed,457411,Restaurant/Cafe/Canteen,2016-08-17,4,122-124 Palace Gardens Terrace,LONDON,W8 4RT,5,10,5,-0.19342200000000,51.50874300000000
The Smoking Jacket,334156,Retailers - other,2011-08-18,Exempt,Basement And Ground Floor,205 Earl's Court Road,"LONDON, SW5 9AN",,,,-0.19224100000000,51.49198100000000
The Spice Shop,439615,Retailers - other,2014-01-24,5,1 Blenheim Crescent,LONDON,W11 2EE,0,5,0,-0.20544200000000,51.51568100000000
The Stock Pot,785665,Restaurant/Cafe/Canteen,2016-01-20,4,Ground Floor,273 King's Road,"LONDON, SW3 5EN",,,,-0.17265200000000,51.48579700000000
The Strathmore Hotel,334595,Hotel/bed & breakfast/guest house,2016-04-27,5,Hotel,41 Queen's Gate Gardens,"LONDON, SW7 5NB",0,5,5,-0.18136800000000,51.49588700000000
The Surprise,334015,Pub/bar/nightclub,2015-10-06,5,Public House,6 Christchurch Terrace,"LONDON, SW3 4AJ",5,5,5,-0.16270800000000,51.48629800000000
The Sydney Arms,334059,Pub/bar/nightclub,2016-07-25,3,70 Sydney Street,LONDON,SW3 6NJ,5,10,10,-0.16910700000000,51.48837600000000
The Tea and Coffee Plant,333541,Restaurant/Cafe/Canteen,2016-04-12,5,180 Portobello Road,LONDON,W11 2EB,0,0,0,-0.20461100000000,51.51555200000000
The Tin Shed,735640,Manufacturers/packers,2015-02-03,4,33 All Saints Road,LONDON,W11 1HE,0,10,5,-0.20435500000000,51.51839800000000
The Top Floor Restaurant,333454,Restaurant/Cafe/Canteen,2015-03-05,5,#Error,#Error,#Error,0,0,0,,
The Venture Community Association,716717,Other catering premises,2016-03-14,4,Venture Centre,103A Wornington Road,"LONDON, W10 5RG",5,5,10,,
The Wanted Man,853762,Restaurant/Cafe/Canteen,2016-03-31,4,330 King's Road,LONDON,SW3 5UR,5,5,10,,
The Warren,727854,Pub/bar/nightclub,2014-12-19,5,,,,0,5,5,,
The Worlds End Market,718350,Restaurant/Cafe/Canteen,2016-01-29,5,Public House,459 King's Road,"LONDON,",5,5,5,-0.17799200000000,51.48267000000000
The Zapiekanki's,850656,Other catering premises,2016-02-05,5,,,,5,5,5,,
Theo's Simple Italian,896233,Restaurant/Cafe/Canteen,2016-06-15,5,34-44 Barkston Gardens,LONDON,SW5 0EW,0,0,0,-0.19158600000000,51.49215100000000
Thistle and Lily and Sugarnuts,865456,Other catering premises,2016-07-15,5,,,,5,0,5,,
Thomas Jones School,850660,School/college/university,2016-02-23,5,Thomas Jones Primary School,St Mark's Road,"LONDON, W11 1RQ",0,0,0,-0.21038600000000,51.51493000000000
Thomas London Day School,333847,School/college/university,2016-05-25,5,21 St Alban's Grove,LONDON,W8 5BP,0,0,0,-0.18862500000000,51.49925400000000
Thomas's London day school,333492,School/college/university,2015-10-12,5,School Flat,39-41 Victoria Road,"LONDON, W8 5RJ",0,0,0,-0.18560100000000,51.49920800000000
Tindahang Pinoy,333806,Retailers - other,2015-06-19,5,1 Kenway Road,LONDON,SW5 0RP,0,0,0,-0.19342000000000,51.49313300000000
Tiny Leaf,843821,Restaurant/Cafe/Canteen,2016-02-03,5,209 Westbourne Park Road,LONDON,W11 1EA,0,5,5,-0.20112300000000,51.51773700000000
Tokyo Sukiyaki Tei,409872,Restaurant/Cafe/Canteen,2015-11-03,5,85 Sloane Avenue,LONDON,SW3 3DX,5,5,5,-0.16744800000000,51.49237000000000
Tombo,333963,Restaurant/Cafe/Canteen,2015-05-26,3,29 Thurloe Place,LONDON,SW7 2HQ,5,10,10,-0.17403700000000,51.49476600000000
Tommi's Burger Joint,689003,Restaurant/Cafe/Canteen,2016-07-11,5,Basement and Ground Floor,342 King's Road,"LONDON, SW3 5UR",0,5,0,-0.17457100000000,51.48535000000000
Tom's Kitchen,333685,Restaurant/Cafe/Canteen,2016-02-15,5,27 Cale Street,LONDON,SW3 3QP,5,5,5,-0.16821900000000,51.49039500000000
Tonkotsu,839160,Restaurant/Cafe/Canteen,2016-02-16,5,Ground Floor,7 Blenheim Crescent,"LONDON, W11 2EE",5,0,5,-0.20544200000000,51.51568100000000
Tonteria,615438,Restaurant/Cafe/Canteen,2014-03-12,5,7-12 Sloane Square,LONDON,,0,5,0,-0.15708000000000,51.49300800000000
Toshka,848136,Other catering premises,,AwaitingInspection,,,,,,,,
Totally Raw,910723,Other catering premises,2016-06-21,4,,,,0,0,10,,
Toto's Restaurant,716736,Restaurant/Cafe/Canteen,2014-10-23,5,Basement And Ground Floor Part,Walton House,"Walton Street, LONDON, SW3 2JH",0,0,5,-0.16412800000000,51.49614000000000
Town Hall,334727,Restaurant/Cafe/Canteen,2015-07-22,5,Hornton Street,LONDON,W8 7NX,0,5,0,-0.19468400000000,51.50197400000000
Trading as Buzz Cafe,850663,Restaurant/Cafe/Canteen,2016-03-04,2,St Charles Hospital,Exmoor Street,"LONDON, W10 6DZ",15,5,10,-0.21742800000000,51.52244600000000
Trafalgar,334767,Pub/bar/nightclub,2015-07-24,5,Public House,200 King's Road,"LONDON, SW3 5XP",5,5,5,-0.16698700000000,51.48843300000000
Trailer Happiness,542948,Restaurant/Cafe/Canteen,2016-02-11,1,177 Portobello Road,LONDON,W11 2DY,10,20,20,-0.20407400000000,51.51418600000000
Trailfinders,859476,Restaurant/Cafe/Canteen,2016-03-29,5,194-196 Kensington High Street,LONDON,W8 7RG,0,0,0,-0.19705200000000,51.50002300000000
Trailfinders,875324,Restaurant/Cafe/Canteen,2016-04-07,5,38 Earl's Court Road,LONDON,W8 6EJ,5,5,0,-0.19831600000000,51.49792900000000
Trailfinders,875323,Restaurant/Cafe/Canteen,2016-04-07,5,42-52 Earl's Court Road,LONDON,W8 6FT,5,5,0,-0.19809400000000,51.49772800000000
Trailfinders,859477,Restaurant/Cafe/Canteen,2016-03-29,5,,,,0,0,0,,
Trailfinders Staff Canteen,859472,Restaurant/Cafe/Canteen,2016-03-22,5,Ground Floor,21 Abingdon Road,"LONDON, W8 6AH",0,0,0,-0.19657700000000,51.49892700000000
Tray Bake,763294,Other catering premises,2015-05-06,5,,,,5,0,5,,
Tray Gourmet Traiteur,334486,Retailers - other,2015-09-28,5,240 Fulham Road,LONDON,,0,5,5,-0.18308200000000,51.48505100000000
Treats,334999,Takeaway/sandwich shop,2016-07-11,2,5 South Kensington Station Arcade,LONDON,SW7 2NA,15,10,10,-0.17409100000000,51.49413700000000
Treats,334894,Takeaway/sandwich shop,2015-12-18,4,Shop Westbound Platform Room Sloane Square Station,Sloane Square,"LONDON,",0,10,5,-0.15650100000000,51.49237000000000
Treats Limited,333922,Takeaway/sandwich shop,2015-08-18,5,Unit 1,Knightsbridge Station,"Brompton Road, LONDON, SW3 1ED",0,5,0,-0.16063100000000,51.50140000000000
Trebovir Hotel,333887,Hotel/bed & breakfast/guest house,2013-06-07,5,18-20 Trebovir Road,LONDON,SW5 9NH,5,5,5,-0.19399600000000,51.49205300000000
Tregesers,334662,Retailers - other,2016-05-27,1,112 Ladbroke Grove,LONDON,W10 5NE,15,10,20,-0.20978500000000,51.51738400000000
Trellick Lounge,333751,Restaurant/Cafe/Canteen,2015-09-14,3,11 Golborne Road,LONDON,W10 5NY,10,5,10,-0.20614000000000,51.52359600000000
Troubadour Wine,785666,Retailers - other,2015-09-10,5,267 Old Brompton Road,LONDON,SW5 9JA,5,5,5,-0.19198200000000,51.48870400000000
Tuk Tuk Stick N Grill,859478,Restaurant/Cafe/Canteen,2016-08-24,5,Basement and Ground Floor,233 Portobello Road,"LONDON, W11 1LT",5,5,5,-0.20619300000000,51.51711400000000
Twenty Nevern Square,334710,Hotel/bed & breakfast/guest house,2016-08-25,5,20 Nevern Square,LONDON,SW5 9PD,0,5,5,-0.19632200000000,51.49150500000000
Ukai,783612,Restaurant/Cafe/Canteen,2016-08-16,1,240 Portobello Road,LONDON,W11 1LL,10,5,20,-0.20644900000000,51.51791800000000
Ukai,782450,Restaurant/Cafe/Canteen,2015-10-12,1,Market Bar,240A Portobello Road,"LONDON, W11 1QR",10,5,20,-0.20529500000000,51.51795400000000
Ukrainian Community Centre,463318,Restaurant/Cafe/Canteen,2015-09-25,5,154 Holland Park Avenue,LONDON,W11 4UH,5,0,5,-0.21176300000000,51.50589500000000
Uli,910727,Restaurant/Cafe/Canteen,,AwaitingInspection,5 Ladbroke Road,LONDON,W11 3PA,,,,-0.19821500000000,51.50961800000000
Under 5's Play Hut,640110,Hospitals/Childcare/Caring Premises,2014-02-14,5,Meanwhile Gardens,156-158 Kensal Road,"LONDON, W10 5BN",5,0,5,-0.20900700000000,51.52621200000000
Union Canal Deli,867926,Retailers - other,2016-05-31,5,332 Ladbroke Grove,LONDON,W10 5AD,5,5,5,,
Universal Cafe,516849,Restaurant/Cafe/Canteen,2015-05-29,5,364-366 Kensington High Street,LONDON,W14 8NS,0,0,0,-0.20511300000000,51.49726900000000
Urban Retreat Cafe,716730,Restaurant/Cafe/Canteen,2016-08-26,5,Harrods,87-135 Brompton Road,"LONDON,",5,5,0,-0.16305300000000,51.49960300000000
Ushvani Spa,333800,Restaurant/Cafe/Canteen,2009-02-26,5,1 Cadogan Gardens,LONDON,SW3 2RJ,5,0,0,-0.15918300000000,51.49371500000000
Usman Supermarket,334749,Retailers - other,2015-11-30,3,217 Westbourne Park Road,LONDON,W11 1EA,10,10,10,-0.20112300000000,51.51773700000000
Uxbridge Arms,668439,Pub/bar/nightclub,2014-11-18,5,13 Uxbridge Street,LONDON,W8 7TQ,0,5,5,-0.19865200000000,51.50840100000000
Valentina,409867,Restaurant/Cafe/Canteen,2016-08-01,4,145 Notting Hill Gate,LONDON,W11 3LB,5,10,5,-0.19892200000000,51.50849500000000
Vanderbilt Hotel,334543,Hotel/bed & breakfast/guest house,2015-11-10,5,68-86 Cromwell Road,LONDON,SW7 5BT,5,5,5,-0.18215300000000,51.49534100000000
Vecchiomondo Restaurant,334356,Restaurant/Cafe/Canteen,2016-08-15,4,Basement And Ground Floor,118 Cromwell Road,"LONDON, SW7 4ET",5,10,5,-0.18659100000000,51.49496000000000
Verve Pet Boutique & Cafe,334155,Restaurant/Cafe/Canteen,2015-02-11,3,Ground Floor,179 Westbourne Grove,"LONDON, W11 2SB",10,10,10,-0.19836800000000,51.51451200000000
Vienna Cafe,676405,Restaurant/Cafe/Canteen,2014-08-12,4,235 Brompton Road,LONDON,SW3 2EP,10,0,5,-0.16860200000000,51.49665900000000
Villa Kensington,457417,Restaurant/Cafe/Canteen,2012-10-05,5,10-11 Ashburn Gardens,LONDON,SW7 4DG,5,0,5,-0.18591400000000,51.49388900000000
Vincent House,334911,Hotel/bed & breakfast/guest house,2015-08-06,5,4-5 Pembridge Square,LONDON,W2 4EG,0,0,0,-0.19639700000000,51.51115400000000
Vingt Quatre,334815,Restaurant/Cafe/Canteen,2014-12-02,5,Basement To First Floor Rear,325 Fulham Road,"LONDON,",0,5,0,-0.17999200000000,51.48631600000000
Vini Italiani,537067,Retailers - other,2013-04-23,Exempt,72 Old Brompton Road,LONDON,SW7 3LQ,,,,-0.17727000000000,51.49281100000000
Vinnaturo,746262,Other catering premises,2015-03-12,Exempt,,,,,,,,
Violet Melchett Day Nursery,334365,Hospitals/Childcare/Caring Premises,2015-09-21,5,Day Nursery Violet Melchett Centre,Flood Walk,"LONDON, SW3 5RR",0,5,5,-0.16695100000000,51.48682300000000
Virgin Active,499786,Restaurant/Cafe/Canteen,2015-01-15,5,119-131 Lancaster Road,#Error,ndon W11 1QT,0,0,0,-0.21113600000000,51.51638000000000
Virgin Active,334330,Restaurant/Cafe/Canteen,2014-08-21,5,188A Fulham Road,#Error,ndon,5,5,5,-0.18106200000000,51.48619700000000
Virgin Active Cafe,859470,Restaurant/Cafe/Canteen,2016-03-11,5,Fourth Floor,17A Old Court Place,"LONDON, W8 4PL",0,5,0,-0.19012000000000,51.50297300000000
Viva Acai Superfood Juice Bar,776002,Restaurant/Cafe/Canteen,2015-07-02,5,Unit 15,Gloucester Road Arcade,"128 Gloucester Road, LONDON, SW7 4SF",5,0,5,-0.18355500000000,51.49450900000000
VQ,910729,Restaurant/Cafe/Canteen,,AwaitingInspection,24 Pembridge Road,LONDON,W11 3HL,,,,-0.19699300000000,51.50955400000000
W36,668404,Pub/bar/nightclub,2016-03-07,5,Public House,36 Golborne Road,"LONDON, W10 5PR",5,5,5,-0.20770500000000,51.52264900000000
W8 Catering,334423,Takeaway/sandwich shop,2015-12-17,5,3 Abingdon Road,LONDON,W8 6AH,5,5,5,-0.19657700000000,51.49892700000000
Wafflemeister Limited,334142,Restaurant/Cafe/Canteen,2015-09-17,5,26 Cromwell Place,LONDON,SW7 2LD,5,5,5,-0.17439000000000,51.49457300000000
Wagamama,333674,Restaurant/Cafe/Canteen,2015-09-09,5,180-182 Earl's Court Road,LONDON,SW5 9QG,5,5,0,-0.19456400000000,51.49298800000000
Wagamama,335035,Restaurant/Cafe/Canteen,2015-07-30,5,26-40 Kensington High Street,LONDON,W8 4PF,5,5,0,-0.18946800000000,51.50272000000000
Waitrose,333425,Retailers - supermarkets/hypermarkets,2014-12-10,5,1-2 Gloucester Road Arcade,128 Gloucester Road,"LONDON, SW7 4SF",0,0,0,-0.18355500000000,51.49450900000000
Waitrose,716758,Retailers - supermarkets/hypermarkets,2014-12-09,5,132-136 Notting Hill Gate,London,W11 3QG,0,0,0,-0.19983000000000,51.50886000000000
Waitrose,334846,Retailers - supermarkets/hypermarkets,2014-12-03,5,196-198 King's Road,LONDON,SW3 5XP,0,5,0,-0.16698700000000,51.48843300000000
Waitrose,333529,Retailers - supermarkets/hypermarkets,2014-12-23,5,243 Kensington High Street,LONDON,W8 6SA,0,5,0,-0.19762000000000,51.49913200000000
Walmer Road School,334047,School/college/university,2016-03-02,5,221 Walmer Road,LONDON,W11 4EY,5,5,5,-0.21214700000000,51.51229500000000
Walton,689001,Restaurant/Cafe/Canteen,2014-09-30,5,172 Street,LONDON,SW3 2JL,5,5,5,-0.16790800000000,51.49420300000000
Warwick Arms,334405,Pub/bar/nightclub,2016-09-05,5,160 Warwick Road,LONDON,W14 8PS,5,5,5,-0.20302000000000,51.49517700000000
Wasabi,609411,Restaurant/Cafe/Canteen,2015-04-21,5,21 Old Brompton Road,LONDON,SW7 3HZ,5,0,5,-0.17413500000000,51.49340000000000
Wasabi,699603,Restaurant/Cafe/Canteen,2015-03-11,4,Kensington Arcade,123 Kensington High Street,"LONDON, W8 5SF",10,0,5,-0.19251400000000,51.50075300000000
Wearecoup,719645,Restaurant/Cafe/Canteen,2015-03-02,4,168 Fulham Road,LONDON,,5,5,10,-0.18019200000000,51.48672400000000
Weligama,783610,Other catering premises,2015-08-03,5,,,,0,0,5,,
West 9 Food and Wine,466751,Retailers - other,2015-01-05,4,80 Tavistock Road,LONDON,W11 1AN,5,5,10,-0.20637100000000,51.51843800000000
West Cromwell Hotel,333642,Hotel/bed & breakfast/guest house,2013-10-07,5,66 West Cromwell Road,LONDON,SW5 9QS,5,5,5,-0.19935000000000,51.49361900000000
West London Bowling Club,333985,Restaurant/Cafe/Canteen,2014-06-30,4,112A Highlever Road,LONDON,W10 6PL,5,5,10,-0.22407400000000,51.52058700000000
Westbury Hotel,334795,Hotel/bed & breakfast/guest house,2015-11-18,5,22-24 Collingham Place,LONDON,SW5 0PZ,0,0,0,-0.18959700000000,51.49364000000000
Wetherby School,333630,School/college/university,2015-04-23,5,11 Pembridge Square,LONDON,W2 4ED,5,0,0,-0.19568600000000,51.51126000000000
WH Smith Royal Brompton Hospital,910717,Retailers - other,2016-08-08,5,Royal Brompton Hospital,Sydney Street,"LONDON, SW3 6PY",0,0,0,-0.17086600000000,51.48975200000000
Whittard of Chelsea,909417,Takeaway/sandwich shop,2016-09-05,5,182 Portobello Road,LONDON,W11 2EB,5,0,5,-0.20461100000000,51.51555200000000
Who Loves You,780626,Restaurant/Cafe/Canteen,2015-09-01,5,517 King's Road,LONDON,,5,5,5,-0.18404500000000,51.48074000000000
Whole Foods Market,333654,Retailers - supermarkets/hypermarkets,2016-07-19,4,63-97 Kensington High Street,LONDON,W8 5SE,5,10,5,-0.19062700000000,51.50146100000000
Wildwood,333992,Restaurant/Cafe/Canteen,2015-06-16,5,154-156 Gloucester Road,LONDON,SW7 4TD,0,5,0,-0.18216700000000,51.49319200000000
Wilko,850657,Retailers - supermarkets/hypermarkets,2016-01-29,5,172-174 Kensington High Street,LONDON,W8 7RG,5,0,0,-0.19705200000000,51.50002300000000
William Hill Organisation,334544,Retailers - other,2014-02-11,Exempt,190 Earl's Court Road,LONDON,SW5 9QG,,,,-0.19456400000000,51.49298800000000
Win & Lily Oriental Fine Foods,489736,Retailers - other,2016-06-04,5,Acklam Village Market,8 Acklam Road,"LONDON, W10 5QZ",5,5,5,-0.20578200000000,51.51986800000000
Windsor Castle,334618,Pub/bar/nightclub,2015-04-20,5,Public House,114 Campden Hill Road,"LONDON, W8 7AR",5,5,0,-0.19862500000000,51.50654800000000
Windsor House.Hotel,334648,Hotel/bed & breakfast/guest house,2015-02-25,5,12 Penywern Road,LONDON,SW5 9ST,5,5,5,-0.19334400000000,51.49142300000000
Worlds End Pharmacy,334772,Retailers - other,2008-09-23,5,469 King's Road,LONDON,,0,5,0,-0.18078500000000,51.48160700000000
Worlds End Tobacconists,334773,Retailers - other,2015-01-20,Exempt,3 World's End Place,LONDON,,,,,-0.17988300000000,51.48147600000000
Worlds End Under Fives Centre,334892,Hospitals/Childcare/Caring Premises,2015-03-09,5,Blantyre Centre,18 Blantyre Street,"LONDON,",5,5,5,-0.17847700000000,51.48132900000000
Wormwood Restaurant,583018,Restaurant/Cafe/Canteen,2016-05-12,5,16 All Saints Road,LONDON,W11 1HH,5,0,5,-0.20355200000000,51.51791800000000
Wright Brothers South Kensington,782443,Restaurant/Cafe/Canteen,2015-08-25,5,56 Old Brompton Road,LONDON,SW7 3DY,5,5,5,-0.17648900000000,51.49323900000000
Wyndham House Butchers,333524,Retailers - other,2016-02-17,5,Basement and Ground Floor,339 Fulham Road,"LONDON,",0,5,0,-0.18089000000000,51.48582600000000
Yashin Sushi and Bar,334055,Restaurant/Cafe/Canteen,2015-03-13,4,1A Argyll Road,LONDON,W8 7DB,10,5,5,-0.19556400000000,51.50086300000000
Yashin Sushi and Bar Old Brompton,586631,Restaurant/Cafe/Canteen,2015-03-05,5,117-119 Old Brompton Road,LONDON,SW7 3RN,5,5,0,,
YHA,668443,Restaurant/Cafe/Canteen,2014-11-13,5,38 Bolton Gardens,LONDON,SW5 0AQ,0,5,0,-0.18847000000000,51.49045700000000
Yo Sushi,335004,Restaurant/Cafe/Canteen,2016-07-01,5,109-125 Knightsbridge,LONDON,,5,5,0,-0.15981700000000,51.50159400000000
Yo! Sushi,765071,Restaurant/Cafe/Canteen,2015-06-23,5,204-206 Kensington High Street,LONDON,W8 7RG,5,0,5,-0.19705200000000,51.50002300000000
Yoomoo Ltd,334025,Restaurant/Cafe/Canteen,2015-09-21,5,Harrods,87-135 Brompton Road,"LONDON,",0,0,0,-0.16305300000000,51.49960300000000
You Me Sushi,783615,Restaurant/Cafe/Canteen,2015-08-04,5,113 Earl's Court Road,LONDON,SW5 9RL,5,0,5,-0.19477600000000,51.49382800000000
Youth Centre,668449,Other catering premises,2015-03-31,4,,,,10,0,5,,
Yumenoki Japanese Restaurant,333676,Restaurant/Cafe/Canteen,2016-06-09,4,204 Fulham Road,LONDON,,5,5,10,-0.18159500000000,51.48584600000000
